分區代碼,類型代碼,類型名稱,類別代碼,類別名稱,圖形R值,圖形G值,圖形B值,次類別代碼,次類別名稱,圖示文字
A01000,A,土地使用分區,1,住宅區,255,255,0,0,住宅區,住
A01001,A,土地使用分區,1,住宅區,255,255,0,1,住宅區（再發展區）,住(再)
A01002,A,土地使用分區,1,住宅區,255,255,0,2,住宅區（都市更新地區）,住(更)
A01003,A,土地使用分區,1,住宅區,255,255,0,3,住宅區（住商混合）,住(商混)
A01004,A,土地使用分區,1,住宅區,255,255,0,4,住宅區（供社會住宅使用）,社會住宅
A01110,A,土地使用分區,1,住宅區,255,255,0,110,第一種住宅區,住一
A01111,A,土地使用分區,1,住宅區,255,255,0,111,第一之一種住宅區,住一之一
A01112,A,土地使用分區,1,住宅區,255,255,0,112,第一之二種住宅區,住一之二
A01113,A,土地使用分區,1,住宅區,255,255,0,113,第一之三種住宅區,住一之三
A01114,A,土地使用分區,1,住宅區,255,255,0,114,第一之A種住宅區,住一之A
A01115,A,土地使用分區,1,住宅區,255,255,0,115,第一之B種住宅區,住一之B
A01116,A,土地使用分區,1,住宅區,255,255,0,116,第一之C種住宅區,住一之C
A01120,A,土地使用分區,1,住宅區,255,255,0,120,第二種住宅區,住二
A01121,A,土地使用分區,1,住宅區,255,255,0,121,第二之一種住宅區,住二之一
A01122,A,土地使用分區,1,住宅區,255,255,0,122,第二之二種住宅區,住二之二
A01123,A,土地使用分區,1,住宅區,255,255,0,123,第二之三種住宅區,住二之三
A01124,A,土地使用分區,1,住宅區,255,255,0,124,第二之A種住宅區,住二之A
A01125,A,土地使用分區,1,住宅區,255,255,0,125,第二種住宅區（特）,住二(特)
A01130,A,土地使用分區,1,住宅區,255,255,0,130,第三種住宅區,住三
A01131,A,土地使用分區,1,住宅區,255,255,0,131,第三之一種住宅區,住三之一
A01132,A,土地使用分區,1,住宅區,255,255,0,132,第三之二種住宅區,住三之二
A01135,A,土地使用分區,1,住宅區,255,255,0,135,第三種住宅區（特）,住三(特)
A01136,A,土地使用分區,1,住宅區,255,255,0,136,第三之一種住宅區（特）,住三之一(特)
A01137,A,土地使用分區,1,住宅區,255,255,0,137,第三之二種住宅區（特）,住三之二(特)
A01140,A,土地使用分區,1,住宅區,255,255,0,140,第四種住宅區,住四
A01141,A,土地使用分區,1,住宅區,255,255,0,141,第四之一種住宅區,住四之一
A01145,A,土地使用分區,1,住宅區,255,255,0,145,第四種住宅區（特）,住四(特)
A01146,A,土地使用分區,1,住宅區,255,255,0,146,第四之一種住宅區（特）,住四之一(特)
A01150,A,土地使用分區,1,住宅區,255,255,0,150,第五種住宅區,住五
A01151,A,土地使用分區,1,住宅區,255,255,0,151,第五之一種住宅區,住五之一
A01155,A,土地使用分區,1,住宅區,255,255,0,155,第五種住宅區（特）,住五(特)
A01160,A,土地使用分區,1,住宅區,255,255,0,160,第六種住宅區,住六
A01170,A,土地使用分區,1,住宅區,255,255,0,170,第七種住宅區,住七
A01210,A,土地使用分區,1,住宅區,255,255,0,210,甲種住宅區,甲住
A01220,A,土地使用分區,1,住宅區,255,255,0,220,乙種住宅區,乙住
A01230,A,土地使用分區,1,住宅區,255,255,0,230,丙種住宅區,丙住
A01310,A,土地使用分區,1,住宅區,255,255,0,310,高密度住宅區,高住
A01311,A,土地使用分區,1,住宅區,255,255,0,311,第一種高密度住宅區,高住一
A01312,A,土地使用分區,1,住宅區,255,255,0,312,第二種高密度住宅區,高住二
A01316,A,土地使用分區,1,住宅區,255,255,0,316,已開發建築密集地區,
A01320,A,土地使用分區,1,住宅區,255,255,0,320,中密度住宅區,中住
A01321,A,土地使用分區,1,住宅區,255,255,0,321,第一種中密度住宅區,中住一
A01322,A,土地使用分區,1,住宅區,255,255,0,322,第二種中密度住宅區,中住二
A01330,A,土地使用分區,1,住宅區,255,255,0,330,低密度住宅區,低住
A01331,A,土地使用分區,1,住宅區,255,255,0,331,第一種低密度住宅區,低住一
A01332,A,土地使用分區,1,住宅區,255,255,0,332,第二種低密度住宅區,低住二
A01333,A,土地使用分區,1,住宅區,255,255,0,333,第三種低密度住宅區,低住三
A01335,A,土地使用分區,1,住宅區,255,255,0,335,低密度住宅區（特）,低住(特)
A01410,A,土地使用分區,1,住宅區,255,255,0,410,特一種住宅區,特一住
A01420,A,土地使用分區,1,住宅區,255,255,0,420,特二種住宅區,特二住
A01500,A,土地使用分區,1,住宅區,255,255,0,500,斷層帶住宅限建區,住(限)
A01510,A,土地使用分區,1,住宅區,255,255,0,510,傳統住宅區,傳統住
A01520,A,土地使用分區,1,住宅區,255,255,0,520,國民住宅區,國住
A01530,A,土地使用分區,1,住宅區,255,255,0,530,勞工住宅區,勞住
A01540,A,土地使用分區,1,住宅區,255,255,0,540,工業住宅區,工住
A01550,A,土地使用分區,1,住宅區,255,255,0,550,傳統建築區,傳建
A01560,A,土地使用分區,1,住宅區,255,255,0,560,特種住宅區,特住
A01570,A,土地使用分區,1,住宅區,255,255,0,570,市民住宅區,市住
A01580,A,土地使用分區,1,住宅區,255,255,0,580,專案住宅區,專住
A01590,A,土地使用分區,1,住宅區,255,255,0,590,自然村,自然村
A01600,A,土地使用分區,1,住宅區,255,255,0,600,特定住宅區,特住
A01610,A,土地使用分區,1,住宅區,255,255,0,610,特別住宅區,特住
A02000,A,土地使用分區,2,商業區,255,0,63,0,商業區,商
A02001,A,土地使用分區,2,商業區,255,0,63,1,商業區（再發展區）,商(再)
A02110,A,土地使用分區,2,商業區,255,0,63,110,第一種商業區,商一
A02111,A,土地使用分區,2,商業區,255,0,63,111,第一種商業區（特）,商一(特)
A02112,A,土地使用分區,2,商業區,255,0,63,112,第一之一種商業區,商一之一
A02113,A,土地使用分區,2,商業區,255,0,63,113,第一之二種商業區,商一之二
A02120,A,土地使用分區,2,商業區,255,0,63,120,第二種商業區,商二
A02121,A,土地使用分區,2,商業區,255,0,63,121,第二種商業區（特）,商二(特)
A02122,A,土地使用分區,2,商業區,255,0,63,122,第二之一種商業區,商二之一
A02130,A,土地使用分區,2,商業區,255,0,63,130,第三種商業區,商三
A02131,A,土地使用分區,2,商業區,255,0,63,131,第三種商業區（特）,商三(特)
A02132,A,土地使用分區,2,商業區,255,0,63,132,第三之一種商業區,商三之一
A02133,A,土地使用分區,2,商業區,255,0,63,133,第三種商業區(特)(遷),商三特(遷)
A02140,A,土地使用分區,2,商業區,255,0,63,140,第四種商業區,商四
A02141,A,土地使用分區,2,商業區,255,0,63,141,第四之一種商業區,商四之一
A02141,A,土地使用分區,2,商業區,255,0,63,141,第四種商業區（特）,商四(特)
A02150,A,土地使用分區,2,商業區,255,0,63,150,第五種商業區,商五
A02151,A,土地使用分區,2,商業區,255,0,63,151,第五之一種商業區,商五之一
A02160,A,土地使用分區,2,商業區,255,0,63,160,第六種商業區,商六
A02510,A,土地使用分區,2,商業區,255,0,63,510,中心商業區,中商
A02511,A,土地使用分區,2,商業區,255,0,63,511,第一種中心商業區,中商一
A02512,A,土地使用分區,2,商業區,255,0,63,512,第二種中心商業區,中商二
A02513,A,土地使用分區,2,商業區,255,0,63,513,第三種中心商業區,中商三
A02516,A,土地使用分區,2,商業區,255,0,63,516,第一之一種中心商業區,中商一之一
A02517,A,土地使用分區,2,商業區,255,0,63,517,第二之一種中心商業區,中商二之一
A02518,A,土地使用分區,2,商業區,255,0,63,518,第三之一種中心商業區,中商三之一
A02520,A,土地使用分區,2,商業區,255,0,63,520,海濱商業區,濱商
A02521,A,土地使用分區,2,商業區,255,0,63,521,第一種海濱商業區,濱商一
A02522,A,土地使用分區,2,商業區,255,0,63,522,第二種海濱商業區,濱商二
A02530,A,土地使用分區,2,商業區,255,0,63,530,鄰里商業區,鄰商
A02531,A,土地使用分區,2,商業區,255,0,63,531,鄰里中心商業區,鄰商
A02540,A,土地使用分區,2,商業區,255,0,63,540,景觀商業區,景商
A02550,A,土地使用分區,2,商業區,255,0,63,550,社區商業區,社商
A02551,A,土地使用分區,2,商業區,255,0,63,551,社區中心商業區,社商
A02560,A,土地使用分區,2,商業區,255,0,63,560,沿街商業區,街商
A02570,A,土地使用分區,2,商業區,255,0,63,570,工商綜合區,工商
A02571,A,土地使用分區,2,商業區,255,0,63,571,工商混合區,工商
A02580,A,土地使用分區,2,商業區,255,0,63,580,辦公服務區,辦
A02590,A,土地使用分區,2,商業區,255,0,63,590,國家公園區商業用地,商
A02600,A,土地使用分區,2,商業區,255,0,63,600,工商服務展售區,展
A02610,A,土地使用分區,2,商業區,255,0,63,610,特定商業區,特商
A02611,A,土地使用分區,2,商業區,255,0,63,611,特種商業區,特商
A02620,A,土地使用分區,2,商業區,255,0,63,620,特定業務區,特業
A02630,A,土地使用分區,2,商業區,255,0,63,630,業務設施區,業設
A02640,A,土地使用分區,2,商業區,255,0,63,640,經貿園區,經貿
A02650,A,土地使用分區,2,商業區,255,0,63,650,聯合開發區,聯合開發
A02660,A,土地使用分區,2,商業區,255,0,63,660,休閒商務區,休閒商務
A02670,A,土地使用分區,2,商業區,255,0,63,670,科技商務區,科技商務
A02680,A,土地使用分區,2,商業區,255,0,63,680,副都心商業區,副都心
A02690,A,土地使用分區,2,商業區,255,0,63,690,港埠商業區,港商
A02700,A,土地使用分區,2,商業區,255,0,63,700,複合商業區,商
A02710,A,土地使用分區,2,商業區,255,0,63,710,購物中心區,購物中心
A02720,A,土地使用分區,2,商業區,255,0,63,720,辦公園區,辦公
A02730,A,土地使用分區,2,商業區,255,0,63,730,遊樂商業中心區,遊商
A03000,A,土地使用分區,3,工業區,127,63,0,0,工業區,工
A03001,A,土地使用分區,3,工業區,127,63,0,1,工業區（供生產事業使用）,工(生)
A03002,A,土地使用分區,3,工業區,127,63,0,2,工業區（供相關產業使用）,工(相)
A03003,A,土地使用分區,3,工業區,127,63,0,3,工業區（砂石專業使用）,工(砂專)
A03004,A,土地使用分區,3,工業區,127,63,0,4,工業區（倉儲使用）,工(倉)
A03110,A,土地使用分區,3,工業區,127,63,0,110,第一種工業區,工一
A03120,A,土地使用分區,3,工業區,127,63,0,120,第二種工業區,工二
A03121,A,土地使用分區,3,工業區,127,63,0,121,第二之一種工業區,工二之一
A03130,A,土地使用分區,3,工業區,127,63,0,130,第三種工業區,工三
A03140,A,土地使用分區,3,工業區,127,63,0,140,第四種工業區,工四
A03150,A,土地使用分區,3,工業區,127,63,0,150,第五種工業區,工五
A03200,A,土地使用分區,3,工業區,127,63,0,200,特種工業區,特工
A03210,A,土地使用分區,3,工業區,127,63,0,210,甲種工業區,甲工
A03220,A,土地使用分區,3,工業區,127,63,0,220,乙種工業區,乙工
A03230,A,土地使用分區,3,工業區,127,63,0,230,零星工業區,零工
A03231,A,土地使用分區,3,工業區,127,63,0,231,零星工業區供作停車場使用,零工(停)
A03500,A,土地使用分區,3,工業區,127,63,0,500,貨櫃貨物轉運中心區,貨轉中心
A03510,A,土地使用分區,3,工業區,127,63,0,510,貨物轉運中心區,貨轉中心
A03520,A,土地使用分區,3,工業區,127,63,0,520,輕工業區,輕工
A03530,A,土地使用分區,3,工業區,127,63,0,530,軟體工業區,軟工
A03540,A,土地使用分區,3,工業區,127,63,0,540,汽車修護展售工業區,汽工
A03550,A,土地使用分區,3,工業區,127,63,0,550,科技工業區,科工
A03560,A,土地使用分區,3,工業區,127,63,0,560,策略型工業區,策工
A03570,A,土地使用分區,3,工業區,127,63,0,570,手工藝區,手工藝
A03580,A,土地使用分區,3,工業區,127,63,0,580,石油專業工業區,石專工
A03590,A,土地使用分區,3,工業區,127,63,0,590,園區工業區,園工
A03600,A,土地使用分區,3,工業區,127,63,0,600,產業服務區,產服
A04000,A,土地使用分區,4,行政區,0,127,255,0,行政區,行
A04010,A,土地使用分區,4,行政區,0,127,255,10,社區中心區,社區中心
A05000,A,土地使用分區,5,文教區,191,127,255,0,文教區,文
A05500,A,土地使用分區,5,文教區,191,127,255,500,社教區,社
A05510,A,土地使用分區,5,文教區,191,127,255,510,山地文化區,山文
A05520,A,土地使用分區,5,文教區,191,127,255,520,文化園區,文化
A05530,A,土地使用分區,5,文教區,191,127,255,530,文事研究中心區,文事研究中心
A06000,A,土地使用分區,6,體育運動區,0,255,0,0,體育運動區,體
A06500,A,土地使用分區,6,體育運動區,0,255,0,500,運動設施區,運
A07000,A,土地使用分區,7,保護區,127,255,0,0,保護區,保
A07010,A,土地使用分區,7,保護區,127,255,0,10,第一種保護區,保一
A07020,A,土地使用分區,7,保護區,127,255,0,20,第二種保護區,保二
A07030,A,土地使用分區,7,保護區,127,255,0,30,第三種保護區,保三
A07040,A,土地使用分區,7,保護區,127,255,0,40,第四種保護區,保四
A07510,A,土地使用分區,7,保護區,127,255,0,510,特別保護區,特
A07520,A,土地使用分區,7,保護區,127,255,0,520,生態保護區,生態
A07530,A,土地使用分區,7,保護區,127,255,0,530,景觀保護區,景觀
A07540,A,土地使用分區,7,保護區,127,255,0,540,古蹟保護區,古跡
A07550,A,土地使用分區,7,保護區,127,255,0,550,水庫保護區,水庫
A07560,A,土地使用分區,7,保護區,127,255,0,560,水源特定保護區,水源
A07570,A,土地使用分區,7,保護區,127,255,0,570,保安保護區,保安
A07580,A,土地使用分區,7,保護區,127,255,0,580,自然景觀保護區,自然景觀
A07590,A,土地使用分區,7,保護區,127,255,0,590,國家公園區保育用地,保
A07600,A,土地使用分區,7,保護區,127,255,0,600,地質保護區,地質
A07610,A,土地使用分區,7,保護區,127,255,0,610,珊瑚礁保護區,珊瑚礁
A07620,A,土地使用分區,7,保護區,127,255,0,620,野生動物保護區,野
A07630,A,土地使用分區,7,保護區,127,255,0,630,特殊地質景觀保護區,地景
A07640,A,土地使用分區,7,保護區,127,255,0,640,海域資源保育區,海保
A08000,A,土地使用分區,8,農業區,127,255,0,0,農業區,農
A08500,A,土地使用分區,8,農業區,127,255,0,500,觀光果園區,觀果
A08510,A,土地使用分區,8,農業區,127,255,0,510,斷層帶農業限建區,農(限)
A09000,A,土地使用分區,9,保存區,127,255,0,0,保存區,存
A09010,A,土地使用分區,9,保存區,127,255,0,10,第一種保存區,存一
A09020,A,土地使用分區,9,保存區,127,255,0,20,第二種保存區,存二
A09510,A,土地使用分區,9,保存區,127,255,0,510,古蹟保存區,古存
A09520,A,土地使用分區,9,保存區,127,255,0,520,寺廟保存區,寺存
A09521,A,土地使用分區,9,保存區,127,255,0,521,第一種寺廟保存區,寺存一
A09522,A,土地使用分區,9,保存區,127,255,0,522,第二種寺廟保存區,寺存二
A09530,A,土地使用分區,9,保存區,127,255,0,530,宗教保存區,宗存
A09540,A,土地使用分區,9,保存區,127,255,0,540,客家文化保存區,客存
A09560,A,土地使用分區,9,保存區,127,255,0,560,歷史空間保存區,歷存
A09570,A,土地使用分區,9,保存區,127,255,0,570,傳統聚落保存區,傳存
A10000,A,土地使用分區,10,漁業區,127,255,255,0,漁業區,漁
A10500,A,土地使用分區,10,漁業區,127,255,255,500,漁港區,漁
A10510,A,土地使用分區,10,漁業區,127,255,255,510,水產養殖區,水產
A11000,A,土地使用分區,11,鹽田區,127,63,0,0,鹽田區,鹽
A12000,A,土地使用分區,12,魚塭區,127,255,255,0,魚塭區,魚
A13000,A,土地使用分區,13,水岸發展區,127,255,255,0,水岸發展區,水
A13500,A,土地使用分區,13,水岸發展區,127,255,255,500,海岸發展區,水
A14000,A,土地使用分區,14,河川區,127,255,255,0,河川區,河
A14001,A,土地使用分區,14,河川區,127,255,255,1,河川區兼供道路使用,河(道)
A14002,A,土地使用分區,14,河川區,127,255,255,2,河川區兼供人行步道使用,河(人)
A14003,A,土地使用分區,14,河川區,127,255,255,3,河川區兼供捷運設施使用,河(捷)
A14004,A,土地使用分區,14,河川區,127,255,255,4,河川區兼供公園兼兒童遊樂場使用,河(公兒)
A14005,A,土地使用分區,14,河川區,127,255,255,5,河川區兼作園道使用,河(園)
A14006,A,土地使用分區,14,河川區,127,255,255,6,河川區兼供自來水事業使用,河(自)
A14007,A,土地使用分區,14,河川區,127,255,255,7,河川區兼供快速道路使用,河(快)
A14008,A,土地使用分區,14,河川區,127,255,255,8,河川區兼供高速公路使用,河(高)
A14009,A,土地使用分區,14,河川區,127,255,255,9,河川區兼供停車場使用,河(停)
A14010,A,土地使用分區,14,河川區,127,255,255,10,河川區兼供綠地使用,河(綠)
A15000,A,土地使用分區,15,行水區,127,255,255,0,行水區,行水
A15001,A,土地使用分區,15,行水區,127,255,255,1,行水區兼供道路使用,行水(道)
A16000,A,土地使用分區,16,水域,127,255,255,0,水域,水域
A16010,A,土地使用分區,16,水域,127,255,255,10,海域,海域
A16020,A,土地使用分區,16,水域,127,255,255,20,海域禁制區,海禁
A16030,A,土地使用分區,16,水域,127,255,255,30,湖泊區,湖泊
A17000,A,土地使用分區,17,倉庫區,76,38,0,0,倉庫區,倉
A18000,A,土地使用分區,18,倉儲區,76,38,0,0,倉儲區,儲
A18500,A,土地使用分區,18,倉儲區,76,38,0,500,貨櫃倉儲區,貨倉
A19000,A,土地使用分區,19,葬儀業區,255,255,127,0,葬儀業區,殯
A20000,A,土地使用分區,20,風景區,0,255,0,0,風景區,風
A20010,A,土地使用分區,20,風景區,0,255,0,10,甲種風景區,甲風
A20011,A,土地使用分區,20,風景區,0,255,0,11,甲之一種風景區,甲風一
A20012,A,土地使用分區,20,風景區,0,255,0,12,甲之二種風景區,甲風二
A20013,A,土地使用分區,20,風景區,0,255,0,13,甲之三種風景區,甲風三
A20014,A,土地使用分區,20,風景區,0,255,0,14,甲之四種風景區,甲風四
A20020,A,土地使用分區,20,風景區,0,255,0,20,乙種風景區,乙風
A20030,A,土地使用分區,20,風景區,0,255,0,30,丙種風景區,丙風
A20050,A,土地使用分區,20,風景區,0,255,0,50,第一種風景區,風一
A20051,A,土地使用分區,20,風景區,0,255,0,51,第二種風景區,風二
A20052,A,土地使用分區,20,風景區,0,255,0,52,第三種風景區,風三
A20053,A,土地使用分區,20,風景區,0,255,0,53,第四種風景區,風四
A21000,A,土地使用分區,21,露營區,0,255,0,0,露營區,露
A21010,A,土地使用分區,21,露營區,0,255,0,10,野營區,野營
A22000,A,土地使用分區,22,野餐區,0,255,0,0,野餐區,野
A23000,A,土地使用分區,23,景觀區,0,255,0,0,景觀區,景觀
A23500,A,土地使用分區,23,景觀區,0,255,0,500,自然景觀區,自景
A23510,A,土地使用分區,23,景觀區,0,255,0,510,岩石景觀區,岩景
A23520,A,土地使用分區,23,景觀區,0,255,0,520,海底景觀區,海景
A23530,A,土地使用分區,23,景觀區,0,255,0,530,海岸景觀區,海景
A24000,A,土地使用分區,24,眺望區,0,255,0,0,眺望區,眺
A25000,A,土地使用分區,25,活動區,0,255,0,0,活動區,活
A25500,A,土地使用分區,25,活動區,0,255,0,500,青年活動區,青活
A25510,A,土地使用分區,25,活動區,0,255,0,510,青年活動中心區,青活
A25520,A,土地使用分區,25,活動區,0,255,0,520,青年活動營區,青活
A25530,A,土地使用分區,25,活動區,0,255,0,530,綜合活動中心區,綜活
A26000,A,土地使用分區,26,別墅區,255,255,0,0,別墅區,墅
A26010,A,土地使用分區,26,別墅區,255,255,0,10,第一種別墅區,墅一
A26020,A,土地使用分區,26,別墅區,255,255,0,20,第二種別墅區,墅二
A26030,A,土地使用分區,26,別墅區,255,255,0,30,第三種別墅區,墅三
A26510,A,土地使用分區,26,別墅區,255,255,0,510,出租別墅區,墅
A26520,A,土地使用分區,26,別墅區,255,255,0,520,出租別墅與汽車旅館區,墅(旅)
A26530,A,土地使用分區,26,別墅區,255,255,0,530,休閒別墅區,休墅
A26540,A,土地使用分區,26,別墅區,255,255,0,540,旅館別墅區,旅墅
A27000,A,土地使用分區,27,旅館區,255,0,255,0,旅館區,旅
A27010,A,土地使用分區,27,旅館區,255,0,255,10,第一種旅館區,旅一
A27020,A,土地使用分區,27,旅館區,255,0,255,20,第二種旅館區,旅二
A27030,A,土地使用分區,27,旅館區,255,0,255,30,第三種旅館區,旅三
A27110,A,土地使用分區,27,旅館區,255,0,255,110,甲種旅館區,甲旅
A27120,A,土地使用分區,27,旅館區,255,0,255,120,乙種旅館區,乙旅
A27130,A,土地使用分區,27,旅館區,255,0,255,130,丙種旅館區,丙旅
A27140,A,土地使用分區,27,旅館區,255,0,255,140,丁種旅館區,丁旅
A27510,A,土地使用分區,27,旅館區,255,0,255,510,國民旅社區,國旅
A27520,A,土地使用分區,27,旅館區,255,0,255,520,青年自助旅社與國民旅社區,青旅(國)
A27530,A,土地使用分區,27,旅館區,255,0,255,530,觀光旅館區,觀旅
A27540,A,土地使用分區,27,旅館區,255,0,255,540,國家公園區旅館用地,旅
A28000,A,土地使用分區,28,遊憩區,0,255,0,0,遊憩區,憩
